Duration,Team_Size,Budget,Past_Delays,Tech_Complexity,Risk_Level
20,17,117154,3,3,Medium
12,25,238542,7,1,Low
8,27,138073,4,3,Medium
44,10,249894,8,5,High
8,17,299756,8,5,Medium
29,23,81644,2,3,Medium
7,16,62069,9,3,High
36,22,175006,5,5,High
7,9,48706,5,2,Medium
31,23,204588,3,1,Low
33,25,133602,9,4,High
36,14,154746,2,3,Medium
54,19,50431,0,1,High
55,19,217805,6,4,High
23,12,70088,4,4,Medium
25,21,205207,9,3,Medium
9,16,261110,6,2,Low
22,13,61385,0,2,Low
32,4,148104,7,1,Medium
46,20,42818,2,1,High
26,9,185049,6,5,High
25,14,79832,2,2,Low
10,28,113990,2,1,Low
5,4,239966,9,5,Medium
9,29,102204,8,4,High
45,22,75784,1,1,Medium
16,20,39921,3,5,High
30,8,285564,5,2,Low
50,26,119506,2,4,High
38,12,104408,9,1,Medium
53,22,153852,9,2,High
18,17,245838,6,4,Medium
30,7,56708,6,3,Medium
49,22,48847,4,2,High
31,5,85989,2,3,Medium
13,7,34922,1,1,Low
30,27,82335,3,5,Medium
51,10,180453,3,1,Medium
26,10,52948,7,2,Medium
51,10,122264,7,3,High
34,14,89072,4,3,Medium
47,26,243321,5,4,High
52,25,163558,7,1,High
21,10,96691,0,1,Low
30,13,171154,4,2,Low
40,16,37086,3,3,High
5,10,97853,3,2,Low
12,26,268922,1,2,Low
53,12,78380,9,3,High
39,9,299992,0,2,Low
56,19,44274,5,3,High
19,6,290115,6,2,Low
51,15,126494,4,5,High
26,6,145981,7,2,Medium
18,7,196305,8,2,Medium
30,28,46304,1,5,High
32,24,229783,3,1,Low
27,6,140777,8,3,Medium
18,20,121549,4,4,Medium
28,8,123464,2,5,Medium
6,26,136748,5,1,Medium
49,26,284174,2,2,Medium
30,25,161074,4,1,Low
18,24,283890,2,5,Medium
55,4,80411,5,2,High
11,25,288901,9,1,Low
7,13,125696,4,4,Medium
51,16,181779,8,3,High
27,7,176320,2,3,Medium
50,8,101309,5,5,High
47,12,239394,7,2,Medium
51,10,176109,6,2,High
49,16,97421,5,3,High
22,26,266436,1,1,Low
42,5,43450,6,2,Medium
39,14,39491,7,4,High
55,18,147026,0,4,High
19,25,104804,8,2,Medium
29,19,149498,3,2,Low
59,3,268515,7,3,High
41,25,226701,9,5,High
32,12,272223,6,3,Medium
14,27,39967,9,5,High
43,25,242826,6,4,High
21,12,235235,1,5,Low
43,23,200491,0,3,Low
26,26,58876,3,2,Medium
30,4,249516,1,5,Low
48,11,181043,7,3,High
29,24,259192,9,4,Medium
21,15,284767,6,5,Medium
17,27,282313,7,4,Medium
24,18,58261,5,4,High
29,20,136601,0,1,Low
8,21,91260,8,5,High
14,14,86176,5,3,Medium
7,10,172412,9,5,High
45,19,196465,0,5,Medium
49,17,132153,0,4,High
22,12,178348,7,4,High
51,17,37310,5,4,High
40,17,196239,7,4,High
51,25,171463,7,3,High
26,9,152013,7,2,Medium
38,15,211693,9,1,Medium
51,19,171964,6,4,High
12,11,239658,6,4,Medium
44,10,202687,9,1,Medium
53,22,208625,3,4,High
48,28,139264,8,2,High
23,29,109071,1,5,Medium
46,23,202074,8,1,Medium
45,20,100658,9,3,High
41,15,39852,2,1,Medium
10,18,297531,1,2,Low
56,11,160381,3,3,High
30,14,264484,4,5,Medium
38,14,233754,1,4,Medium
49,8,161632,0,1,Medium
10,21,293456,9,3,Medium
41,9,117566,4,1,Medium
37,27,264750,8,5,High
57,5,105542,4,1,Medium
26,18,138237,9,3,Medium
25,20,117502,8,2,Medium
10,18,38749,9,3,High
10,25,191855,5,1,Medium
59,9,90645,2,5,High
52,6,243933,3,4,High
8,29,83175,3,4,Medium
34,27,178395,0,5,Medium
15,10,80762,2,1,Low
34,15,94222,2,5,High
35,15,219400,0,1,Low
28,19,285539,8,3,Medium
59,19,42213,0,2,High
13,7,127367,8,1,Medium
59,8,208002,0,4,Medium
7,21,188785,1,4,Medium
55,15,137157,1,2,Medium
35,27,259408,5,1,Medium
44,28,62583,6,2,High
41,16,158792,0,3,Medium
40,24,109944,2,2,Medium
28,6,52369,1,3,Low
35,9,209000,7,4,High
10,10,49510,8,3,Medium
6,27,42120,1,1,Medium
24,15,129847,1,1,Low
32,29,128575,9,1,Medium
15,8,297439,8,1,Low
8,8,50460,3,5,Medium
19,26,44963,4,3,High
10,23,57328,8,1,High
58,5,154034,5,2,High
53,5,51605,9,2,High
34,15,205885,8,5,High
42,24,207443,8,3,Medium
55,4,138241,6,3,High
6,18,221848,9,3,Medium
19,24,284289,8,5,Medium
15,8,197984,4,3,Medium
12,10,199446,4,3,Medium
30,25,233374,7,1,Low
55,10,92784,9,3,High
49,27,51274,3,1,High
48,8,159994,8,1,High
9,16,247220,6,3,Medium
10,5,222070,6,2,Low
30,12,273768,2,4,Medium
58,5,198206,3,2,Medium
8,29,173435,6,3,Medium
23,14,99672,4,3,Medium
24,19,76246,2,2,Medium
37,29,119110,0,3,Medium
24,7,294954,6,1,Low
53,22,220932,5,5,High
16,27,238271,9,3,Medium
51,11,101688,6,3,High
5,23,223435,1,2,Low
30,28,103535,3,1,Low
18,22,100864,1,2,Low
42,9,164693,7,2,Medium
41,24,148371,6,3,High
15,6,119792,0,1,Low
40,15,205505,1,3,Low
17,15,287416,1,3,Low
47,12,96188,3,3,High
7,20,216023,2,3,Low
37,19,268188,0,5,Medium
10,22,66558,1,4,High
54,22,158938,8,1,High
14,15,176731,0,5,Medium
9,19,280272,8,4,Medium
27,24,58067,6,4,High
14,6,117794,1,4,Medium
48,3,31379,1,5,High
6,3,138541,4,1,Low
17,17,249499,4,2,Low
44,15,144634,3,4,High
6,19,283579,9,2,Low
24,26,133915,9,2,Medium
5,28,240494,2,3,Low
41,10,246915,3,2,Low
13,20,159560,9,3,Medium
21,29,185915,3,1,Low
13,15,166984,1,1,Low
15,25,182586,4,3,Medium
19,16,248431,4,1,Low
28,10,218104,4,4,Medium
42,10,167521,9,1,Medium
59,29,162797,0,3,Medium
39,28,39304,5,4,High
34,17,155555,1,2,Low
35,29,124488,6,2,Medium
53,15,288490,3,2,Medium
9,9,173748,4,3,Medium
48,7,291602,4,2,Medium
54,19,168518,4,1,Medium
18,27,246669,1,2,Low
57,18,118207,4,5,High
15,25,218704,2,5,Medium
13,4,228017,3,2,Low
38,24,103741,1,2,Low
16,20,46365,3,5,High
39,19,225929,8,2,Medium
39,9,277481,7,4,High
5,15,176776,2,5,Medium
44,20,190974,0,3,Medium
26,16,262366,0,5,Low
33,20,280319,5,1,Medium
12,15,64012,2,4,Medium
15,13,172487,3,3,Medium
45,23,51686,0,2,Medium
41,23,238270,7,1,Medium
18,18,189815,0,1,Low
34,25,62161,4,4,High
39,19,277066,5,3,Medium
25,10,269689,1,1,Low
41,21,294546,6,3,Medium
9,22,93190,6,3,Medium
23,17,276256,0,1,Low
18,11,189254,3,3,Medium
30,22,44915,3,4,High
8,12,293053,4,1,Low
29,14,95908,0,4,Medium
49,23,157337,0,4,High
46,25,64112,6,3,High
29,22,235123,8,3,Medium
22,3,32431,0,1,Low
44,27,116590,1,2,Low
12,22,147472,5,1,Medium
43,11,237193,5,4,High
44,24,91264,1,3,Medium
18,17,193030,8,4,High
36,3,149502,3,5,High
55,14,260395,6,5,High
42,5,162475,5,4,High
37,13,235463,2,2,Low
27,4,199708,7,2,Medium
19,18,265706,6,1,Low
37,11,208901,8,1,Medium
29,17,170302,2,1,Low
21,14,81977,0,3,Low
37,3,255864,1,2,Low
51,15,55651,0,4,High
59,16,127919,4,5,High
6,27,216944,9,2,Low
18,27,147776,1,2,Low
57,10,174811,2,2,Medium
44,10,160697,7,1,Medium
44,29,209428,9,3,Medium
55,14,31789,4,4,High
43,3,266974,3,1,Low
55,13,291413,4,3,Medium
10,10,198678,9,2,Medium
10,12,74135,5,3,Medium
7,21,67067,6,1,High
11,13,200923,8,2,Low
55,9,237925,0,1,Low
12,13,193944,3,4,Medium
46,19,99103,8,2,High
56,3,116310,4,3,High
19,28,67412,7,1,High
51,23,231002,0,5,Medium
33,23,52228,3,3,High
37,10,150627,8,3,High
56,25,41319,0,2,High
34,26,36475,0,3,High
43,8,258163,3,1,Low
31,24,175800,2,5,High
40,20,271382,6,4,High
33,8,259484,2,5,Medium
42,7,222828,0,1,Low
37,15,229847,9,2,Medium
41,21,183817,1,1,Low
31,24,293389,9,3,Medium
59,10,147408,3,2,Medium
37,11,142143,0,4,Medium
8,19,217965,0,4,Low
26,5,262298,7,1,Low
6,21,98049,6,3,Medium
14,13,258953,7,4,Medium
9,26,240503,3,5,Medium
14,19,200821,5,2,Low
37,23,234829,2,5,Medium
58,21,232646,7,4,High
42,4,88601,3,4,High
17,10,176154,2,1,Low
35,21,175720,3,1,Medium
51,9,292508,5,2,Medium
40,29,195640,6,1,Medium
49,19,235704,6,3,High
28,8,299580,3,2,Low
56,21,54544,7,3,High
19,26,93295,6,1,Medium
33,8,226787,1,2,Low
12,4,99409,7,4,High
9,8,279720,8,5,Medium
33,25,156839,4,4,High
51,7,206637,3,3,Medium
8,21,231068,3,4,Medium
16,22,95888,3,4,Medium
49,6,217167,5,5,High
6,24,34507,3,5,High
31,28,73988,6,4,High
35,19,177937,6,5,High
55,13,57213,4,4,High
55,6,87450,4,2,Medium
40,28,92222,9,4,High
40,15,184468,7,1,Medium
30,22,42755,6,5,High
47,28,161937,6,5,High
31,19,172245,5,3,High
9,11,219977,6,3,Medium
24,6,199169,6,1,Medium
15,25,265132,9,5,Medium
14,16,165090,1,5,Medium
44,21,297336,9,3,Medium
42,28,294159,1,3,Low
10,5,229988,9,4,Medium
12,16,58343,6,5,High
27,10,35829,9,5,High
51,26,64381,6,4,High
30,29,242153,6,5,Medium
50,3,264748,4,1,Medium
47,12,251970,0,3,Medium
16,20,30148,1,3,Medium
30,18,102914,8,3,Medium
17,10,90653,7,2,Medium
44,3,253607,7,1,Medium
22,14,222593,9,1,Low
29,10,39795,0,4,Medium
37,26,94555,5,2,Medium
51,18,265068,8,5,High
44,20,133107,7,1,Medium
47,6,257650,2,2,Medium
16,8,197022,3,2,Low
48,14,41009,2,1,Medium
40,29,208168,5,4,High
52,11,180616,8,2,High
8,17,59381,7,3,High
9,18,98122,9,2,Medium
41,26,244709,3,5,Medium
12,14,117228,1,1,Low
46,26,110770,7,5,High
53,25,82726,7,4,High
32,16,218210,5,3,Medium
35,15,251454,7,1,Medium
13,27,207265,8,2,Low
58,4,275074,0,3,Medium
55,5,110857,8,2,High
33,28,289405,1,4,Medium
18,26,220128,0,1,Low
44,24,147928,7,4,High
45,12,88706,7,4,High
26,11,85006,3,4,Medium
15,28,117238,7,4,High
27,22,278018,6,2,Low
5,10,224227,1,5,Low
50,12,107271,4,2,Medium
41,21,73013,9,3,High
25,5,112600,3,4,Medium
30,26,129290,2,3,Medium
50,7,246110,0,2,Low
40,5,161832,4,4,High
58,28,54142,9,2,High
27,29,161436,7,4,High
5,18,267403,8,2,Low
58,19,62535,6,1,High
59,17,46105,0,5,High
55,5,169011,0,5,High
44,14,109472,0,4,Medium
19,11,203101,1,1,Low
25,23,176935,0,3,Low
51,14,108097,3,1,Medium
13,28,291674,9,4,Medium
57,17,171519,8,1,High
13,4,126160,3,3,Medium
14,25,76940,3,4,High
56,20,239019,6,5,High
57,22,115001,8,1,High
30,14,264824,6,5,Medium
45,25,180714,0,5,Medium
39,6,257870,0,2,Low
56,25,256971,3,3,Medium
29,18,228715,3,1,Low
30,25,37928,0,5,High
15,18,78002,5,5,High
42,3,144614,9,3,High
6,24,147517,1,5,Medium
11,27,186089,4,5,Medium
22,4,109064,7,5,High
31,5,80893,2,5,High
38,28,68598,8,2,High
31,23,168595,6,2,Medium
21,27,111060,8,4,High
47,22,52694,0,1,High
48,19,291401,4,3,Medium
55,22,276848,2,4,High
58,24,183463,3,2,Medium
28,23,296755,3,2,Low
29,3,39372,6,2,Medium
11,22,185384,9,4,High
56,8,175152,7,2,High
10,17,142945,9,4,High
57,28,126213,4,2,Medium
28,28,50874,9,5,High
37,16,234986,6,5,High
53,22,41600,2,1,High
33,17,278430,2,2,Low
47,16,185887,2,1,Medium
26,27,245572,3,4,Medium
30,23,124348,5,1,Medium
32,26,135736,4,2,Medium
54,27,165797,7,4,High
25,28,181756,4,4,Medium
53,7,141573,4,5,High
11,8,55457,9,4,High
21,19,92894,1,4,Medium
24,13,91305,4,1,Low
45,18,173684,6,4,High
53,14,263913,1,3,Medium
24,17,239699,5,5,Medium
58,25,30559,6,5,High
26,6,67361,4,4,Medium
32,29,258748,8,1,Medium
44,20,218992,3,5,Medium
53,23,273950,9,5,High
11,5,30037,0,3,Low
5,24,204104,7,4,Medium
36,10,127243,7,5,High
17,25,159380,6,5,High
34,5,288430,7,5,High
27,10,64600,1,5,Medium
55,20,209357,2,1,Medium
23,12,223080,8,2,Low
36,27,297311,0,3,Low
34,22,287351,7,1,Medium
33,19,30432,7,3,High
53,10,291550,6,5,High
49,25,99687,4,3,High
33,13,274288,3,4,Medium
34,7,215221,9,4,High
20,28,248712,9,2,Low
44,15,217840,9,2,Medium
23,23,194329,9,3,Medium
22,25,205746,5,1,Low
5,7,206443,0,1,Low
18,26,259354,4,5,Medium
55,29,198369,3,1,Medium
51,15,64743,3,2,Medium
54,8,229824,6,1,Medium
6,7,109803,8,5,High
58,11,231123,7,4,High
32,29,52076,7,1,High
53,18,271424,4,1,Medium
54,4,236384,5,2,Medium
34,3,280699,1,3,Low
42,10,164035,2,4,High
55,21,174938,4,3,High
8,13,193377,1,5,Medium
5,14,243968,2,5,Medium
12,14,296656,3,3,Low
33,9,280703,5,2,Medium
59,28,177702,4,2,Medium
43,15,147907,9,2,Medium
7,29,235591,3,4,Medium
36,10,94591,1,5,Medium
14,24,239633,4,5,Medium
14,28,263559,4,5,Medium
23,11,150533,6,4,High
50,9,133627,0,5,High
38,28,158381,3,3,Medium
37,23,272264,4,1,Low
27,26,103309,7,4,High
59,17,255074,7,1,Medium
32,4,173573,0,3,Medium
36,25,66382,4,2,High
54,22,252426,9,2,Medium
11,27,53341,0,2,Medium
33,14,175439,0,4,Medium
12,3,256280,1,2,Low
5,25,161066,1,4,Medium
59,24,230940,8,4,High
7,10,289252,3,1,Low
28,7,115820,2,2,Low
27,17,89949,0,5,Medium
12,3,240377,1,2,Low
58,3,92543,5,2,High
51,27,291878,8,2,Medium
41,12,234446,4,5,Medium
7,24,238851,3,5,Medium
55,12,189011,4,4,High
37,23,97381,8,5,High
32,17,132416,6,4,High
51,19,42780,7,1,High
12,24,78458,3,4,High
38,8,293653,7,2,Medium
39,5,207946,5,3,Medium
36,15,61533,4,3,Medium
28,18,293503,6,2,Low
18,10,149119,5,4,High
36,17,251140,2,2,Low
50,19,275840,4,5,High
47,19,218057,8,4,High
20,24,278182,6,2,Low
8,28,141095,3,5,Medium
56,15,169152,6,5,High
41,19,195029,4,4,High
58,8,256952,1,1,Low
25,19,151292,5,1,Medium
18,18,120570,6,5,High
35,16,153791,7,1,Medium
59,15,68314,5,5,High
52,8,262061,7,1,Medium
22,5,235993,6,5,Medium
11,16,176903,1,5,Medium
14,16,75708,5,5,High
11,17,196866,8,5,High
37,10,69477,5,3,High
27,17,199809,3,1,Low
25,24,163692,6,5,High
23,29,264241,2,2,Low
52,15,283105,4,4,High
23,19,196129,0,2,Low
40,23,240462,9,2,Medium
33,26,83024,2,3,Medium
22,5,205183,7,1,Low
6,8,185146,8,3,Medium
5,7,47824,8,1,Medium
51,24,78926,9,5,High
9,28,197932,1,3,Low
24,19,254749,3,4,Medium
15,25,275453,4,1,Low
46,27,111371,2,3,High
6,4,187620,0,4,Medium
7,28,128066,5,2,Medium
27,17,199808,9,5,High
59,7,91562,1,5,High
16,28,132192,8,2,Medium
24,22,30840,0,3,Medium
9,8,240481,8,2,Low
41,8,61568,6,4,High
42,29,166971,9,1,Medium
34,20,116038,1,3,Medium
13,20,227173,5,1,Low
38,6,159789,7,2,Medium
57,19,104723,1,5,High
48,27,268755,4,1,Medium
39,16,270822,5,1,Medium
56,16,86888,2,5,High
26,15,213206,1,1,Low
48,9,298227,5,1,Medium
28,14,173670,2,5,Medium
21,25,122416,1,5,Medium
14,17,294724,0,2,Low
34,21,152834,7,2,Medium
50,13,142148,0,1,Medium
27,17,218467,4,3,Low
36,14,180594,5,2,Medium
21,5,226604,2,2,Low
54,19,63545,6,3,High
55,5,215151,1,3,Medium
21,21,65790,6,5,High
18,22,81012,1,2,Low
13,6,147827,4,4,Medium
44,5,290123,6,4,High
6,28,44260,2,1,Medium
49,18,226211,3,2,Medium
29,14,293218,0,4,Low
43,10,170547,2,2,Medium
13,26,239486,8,2,Low
58,19,176192,9,4,High
26,9,294130,4,2,Low
47,13,270201,7,3,High
50,20,193502,1,1,Medium
8,3,268569,2,5,Medium
30,5,85479,6,4,High
33,6,294320,9,5,High
49,15,114258,3,1,Medium
38,8,269423,8,3,Medium
27,28,114153,6,3,Medium
41,16,222990,0,3,Low
15,7,289642,3,3,Low
10,18,263984,9,4,Medium
22,17,107442,5,4,High
25,17,87124,5,2,Medium
46,6,289488,9,2,Medium
40,10,108947,5,1,Medium
45,29,126496,4,2,Medium
42,18,232509,2,1,Low
38,18,292037,1,1,Low
21,6,296626,2,1,Low
41,15,252036,8,3,Medium
29,28,200646,2,5,Medium
42,15,299482,2,5,Medium
16,4,203790,0,4,Low
27,5,173572,1,1,Low
57,24,172617,2,3,High
46,10,91480,1,2,Medium
26,26,166313,7,2,Medium
25,17,250386,5,4,Medium
31,13,34695,6,4,High
35,11,238138,0,1,Low
10,9,44318,5,1,Medium
31,15,213744,1,2,Low
44,4,121891,5,2,Medium
38,10,254757,2,2,Low
16,9,98754,6,2,Medium
49,26,70077,2,5,High
57,14,165311,8,1,High
11,21,271504,2,1,Low
14,9,165222,6,2,Medium
49,12,172181,3,3,High
21,27,260822,7,2,Low
30,18,187088,1,4,Medium
25,5,173008,7,3,Medium
32,12,172108,8,4,High
50,8,175093,7,3,High
6,20,143694,5,4,High
58,20,264456,9,2,Medium
47,7,242079,0,2,Low
5,23,274269,6,3,Medium
55,9,275385,0,4,Medium
57,4,153351,6,5,High
40,13,33770,1,3,Medium
55,15,83811,7,3,High
30,25,296145,1,1,Low
33,7,90848,2,3,Medium
25,8,82635,2,5,Medium
15,26,50946,0,2,Medium
44,28,125852,4,4,High
15,16,147729,4,1,Low
40,14,200231,9,4,High
53,6,177522,4,2,Medium
43,25,126748,8,3,High
44,8,269292,5,5,High
39,12,134733,5,1,Medium
58,20,156865,2,5,High
38,17,92576,4,5,High
59,10,185260,9,5,High
51,28,253687,6,5,High
28,11,165091,2,2,Low
58,7,42419,1,5,High
26,12,63697,4,5,Medium
9,22,125428,2,2,Low
37,8,169045,4,4,High
40,18,269073,8,2,Medium
51,26,116649,9,3,High
24,29,192357,0,2,Low
23,5,153168,3,4,Medium
39,12,118263,9,3,High
56,13,89155,4,3,High
47,13,46911,1,1,Medium
21,19,30916,1,5,High
49,6,262695,0,3,Medium
47,6,151937,7,3,High
38,19,115053,1,4,Medium
13,11,132395,2,3,Medium
30,21,227298,1,4,Low
6,7,55103,3,5,Medium
57,24,287777,0,1,Low
13,26,87730,2,1,Low
13,8,55825,4,5,Medium
44,5,237328,9,5,High
21,24,67271,0,2,Medium
5,3,107256,3,3,Medium
29,22,96433,5,3,Medium
47,24,243702,3,3,Medium
44,18,131999,6,4,High
46,25,262062,6,2,Medium
29,13,53572,5,3,Medium
43,15,68546,8,4,High
39,29,236271,1,4,Medium
7,12,66948,9,1,Medium
54,5,130819,7,4,High
41,11,52024,7,5,High
48,14,273480,9,4,High
48,25,112912,3,5,High
55,16,285233,5,5,High
34,3,263746,5,1,Medium
42,20,291139,4,1,Low
38,19,162828,0,4,Medium
16,29,261749,2,1,Low
23,11,132488,6,1,Medium
41,11,126741,7,3,High
48,25,219123,1,4,Medium
53,12,261773,2,4,High
21,21,204166,3,4,Medium
14,17,248961,4,1,Low
59,7,77367,2,1,Medium
53,17,268544,4,5,High
51,22,89884,7,2,High
16,25,174352,7,2,Medium
20,27,83251,1,2,Low
28,4,114821,5,3,Medium
23,15,113583,3,1,Low
12,26,274697,8,5,Medium
35,18,40207,9,5,High
25,17,232199,1,2,Low
21,27,57757,7,3,High
27,12,181328,0,3,Low
41,16,292070,5,2,Medium
58,12,71340,9,2,High
20,27,272955,0,1,Low
10,16,105320,1,3,Low
12,28,39399,2,5,High
29,25,156733,8,2,Medium
22,11,259920,4,1,Low
29,27,261615,9,5,Medium
16,16,115693,9,3,Medium
19,5,130931,1,2,Low
30,22,205963,9,2,Low
45,18,167852,4,1,Medium
49,4,103551,4,1,Medium
30,12,254691,0,3,Low
51,5,112016,2,2,Medium
36,13,143135,4,1,Medium
14,13,83010,8,2,Medium
20,23,262084,9,3,Medium
11,23,68165,0,2,Medium
21,24,210680,7,5,Medium
27,15,67136,0,2,Low
30,9,42076,8,4,High
25,25,185855,5,4,High
26,19,207788,0,3,Low
11,4,80298,7,3,Medium
18,14,99835,4,3,Medium
19,27,142424,6,5,High
57,12,169190,6,5,High
11,20,284394,6,2,Low
13,24,133088,5,1,Medium
55,29,45185,7,4,High
52,13,80613,8,4,High
12,18,271084,1,4,Low
54,19,194999,6,2,High
27,21,292530,1,2,Low
33,20,72678,5,3,High
22,5,247767,1,1,Low
35,23,91394,9,3,High
34,29,230017,5,2,Medium
56,28,145377,1,5,High
43,18,151716,0,3,Medium
39,8,217486,6,2,Medium
22,27,85918,2,2,Low
46,14,272556,3,5,High
43,13,190527,5,5,High
21,17,199807,4,5,Medium
18,17,124702,3,1,Low
35,18,135509,8,2,Medium
28,12,144310,5,5,High
39,14,229092,5,1,Medium
48,15,64622,1,4,High
49,6,139935,5,4,High
38,9,290440,6,4,High
7,24,147919,7,2,Medium
41,4,202026,7,1,Medium
47,28,99519,8,1,High
44,29,217187,9,4,High
30,29,286587,2,3,Low
59,29,178112,9,4,High
27,17,74772,6,2,High
48,10,152431,6,4,High
43,9,224904,0,4,Medium
19,17,188988,7,1,Medium
53,25,69080,3,4,High
8,16,136242,4,5,Medium
33,10,59048,5,5,High
26,14,115205,2,3,Medium
29,15,197403,4,2,Low
17,13,286392,9,2,Low
22,19,50968,4,1,Medium
37,19,264417,0,2,Low
20,26,41292,2,3,High
49,6,281942,2,5,High
46,23,279004,0,1,Low
48,10,114193,6,5,High
6,7,99165,0,3,Low
59,28,131398,6,1,High
39,18,252182,3,4,Medium
46,6,183329,8,2,High
38,24,130588,6,3,High
34,17,282822,4,1,Low
59,14,252345,6,5,High
17,7,238655,8,1,Low
17,25,292838,9,4,Medium
22,18,45588,5,3,High
36,16,222828,0,1,Low
36,12,272431,5,3,Medium
39,9,275456,0,3,Low
43,15,222214,3,5,Medium
50,22,94373,7,2,High
56,7,36704,4,4,High
33,5,70136,4,1,Medium
53,17,97507,9,2,High
33,6,77361,7,5,High
57,17,172513,7,2,High
48,16,44677,0,3,High
20,22,294012,4,3,Low
48,21,113591,4,4,High
51,15,103168,7,1,High
14,12,173115,0,1,Low
34,23,101939,6,5,High
29,7,265560,6,4,Medium
43,29,165174,8,1,Medium
24,25,49159,1,3,Medium
9,22,152366,2,4,Medium
5,22,226164,3,2,Low
34,27,298356,0,4,Medium
53,8,271876,6,4,High
7,6,254065,9,1,Low
49,4,40532,2,5,High
18,24,240126,2,5,Medium
34,18,246351,2,1,Low
54,20,133021,7,1,High
8,7,295415,8,1,Low
22,24,30209,9,5,High
41,6,252071,1,1,Low
29,15,166611,9,2,Medium
52,21,235214,9,2,Medium
5,25,139920,0,3,Low
57,4,260144,8,2,Medium
50,15,297751,5,4,High
19,13,246194,8,3,Medium
13,24,213011,5,2,Low
19,6,179666,1,4,Medium
53,24,37399,0,2,High
28,22,156812,7,4,High
8,22,128662,2,1,Low
16,17,168570,0,4,Medium
41,6,278304,7,1,Medium
41,11,37032,0,4,Medium
47,9,209166,7,4,High
10,21,132658,0,2,Low
43,21,85264,8,4,High
50,8,124120,8,2,High
28,8,77850,8,4,High
15,22,34722,2,5,High
17,17,34576,3,3,High
38,17,187779,4,2,Medium
29,27,71476,5,2,High
11,22,278292,8,1,Low
56,11,44439,3,5,High
8,6,74518,5,1,Medium
12,20,249123,0,5,Low
24,20,56962,1,5,High
33,7,269157,7,4,High
58,22,146189,3,1,Medium
57,25,140290,9,3,High
55,13,153980,6,5,High
49,7,257021,3,5,High
50,24,194342,8,2,High
14,28,72299,8,4,High
47,6,246877,3,3,Medium
38,14,61541,7,5,High
30,4,253070,5,2,Low
45,15,159188,0,1,Low
53,12,238150,6,5,High
7,11,249073,0,2,Low
10,12,50156,2,1,Low
9,9,246908,7,4,Medium
9,6,174507,8,1,Medium
58,21,230722,2,5,High
51,12,207408,0,3,Medium
27,5,103631,0,1,Low
53,27,99487,6,3,High
13,23,272735,4,3,Low
39,21,225254,0,1,Low
24,23,81786,5,4,High
53,4,98304,5,1,High
46,29,207586,3,2,Medium
39,22,150938,6,3,High
54,12,85107,6,5,High
22,4,275191,8,3,Medium
21,4,162232,0,5,Medium
28,26,102577,4,2,Low
7,19,245375,9,2,Low
36,18,290933,2,2,Low
39,18,134180,6,1,Medium
42,16,174954,3,3,Medium
17,9,241346,3,5,Medium
51,23,31095,0,2,High
29,13,202055,0,2,Low
13,26,44123,9,5,High
8,3,227687,1,3,Low
18,13,81999,1,3,Low
41,25,260849,0,5,Medium
38,23,67656,7,4,High
15,6,231587,5,3,Medium
45,9,290587,5,5,High
7,28,293356,9,5,Medium
32,17,150385,9,2,Medium
33,20,170073,8,5,High
13,14,108784,4,1,Low
7,19,61368,3,2,Medium
29,3,231891,5,2,Low
38,13,91160,7,3,High
16,3,186926,0,4,Medium
46,17,88784,6,3,High
13,23,56797,7,1,High
19,12,44780,8,2,Medium
44,9,67905,7,2,Medium
29,4,146049,6,5,High
9,12,159651,2,4,Medium
15,26,63359,1,4,High
38,6,103391,2,5,High
28,14,129596,3,1,Low
19,21,277414,3,4,Medium
42,28,180214,5,2,Medium
12,13,38625,6,1,Medium
9,10,205544,3,3,Low
52,20,153182,9,3,High
30,13,50566,5,1,Medium
22,13,63205,8,2,Medium
10,15,139084,5,3,Medium
41,5,59717,2,2,Medium
52,14,211056,0,5,Medium
17,5,189236,9,4,High
32,12,50169,9,1,Medium
9,29,158140,4,4,Medium
17,19,132537,9,5,High
21,24,276337,9,3,Medium
54,4,141301,2,2,Medium
44,19,261704,7,2,Medium
49,18,147419,9,5,High
36,4,235863,0,1,Low
33,24,258870,1,4,Medium
55,22,297926,2,3,Medium
7,8,96770,2,1,Low
44,27,87645,7,5,High
38,12,133509,4,5,High
44,12,260796,7,2,Medium
31,10,47152,5,3,High
17,3,268972,1,1,Low
49,15,246096,3,2,Medium
37,26,263731,8,3,Medium
10,11,211762,3,4,Medium
28,24,218392,4,4,Medium
23,12,217163,4,2,Low
20,17,68712,9,1,High
44,7,287387,7,3,Medium
32,24,266502,5,4,High
37,18,226349,9,4,High
52,15,50478,6,1,High
45,24,52551,5,2,High
17,27,78068,4,5,High
47,22,123608,4,3,High
49,20,65561,2,4,High
29,13,163964,6,5,High
57,29,48756,9,1,High
46,11,277652,4,2,Medium
40,18,281227,6,3,Medium
31,4,210378,1,1,Low
42,28,182418,8,2,Medium
11,27,256022,7,1,Low
9,4,35947,4,4,Medium
47,14,157192,1,4,High
49,10,287591,5,5,High
55,11,288492,7,1,Medium
35,14,268826,6,4,High
27,28,174490,7,2,Medium
46,11,256494,3,5,High
14,12,261391,2,3,Low
36,27,216256,6,1,Medium
47,4,275318,1,4,Medium
57,18,202905,4,2,Medium
34,22,48402,6,1,High
43,9,203917,0,2,Low
35,4,105851,3,5,High
22,3,42834,1,4,Medium
40,21,97850,5,4,High
